"day","2010","2011","2012","2013","2014","2015","2016","2017","2018"
47,1.77,0.15,1.96,1.33,0.29,0.59,0.83,-0.02,0.79
48,1.67,0.64,2.13,0.03,-0.16,1.01,0.86,0.43,1.46
49,1.68,1.52,1.99,-0.16,0.71,1.12,0.81,1.54,0.46
50,1.3,1.13,1.51,1.73,2.08,1.15,0.81,0.45,0.33
51,0.68,1.5,0.54,1.7,2.1,0.12,1.93,0.62,0.84
52,0.19,1.26,0.2,1.4,1.19,-0.42,0.96,1.26,1.57
53,0.41,1.01,-0.06,1.74,0.69,0.83,0.32,0.05,1.74
54,0.47,0.54,0.55,1.83,0.65,0.59,1.95,1.72,1.28
55,-0.67,0.47,0.88,0.18,0,0.72,2.02,1.4,0.55
56,-0.95,0.9,1.63,0.16,0.15,0.15,1.26,1.22,1.35
57,-0.35,0.73,1.78,-0.15,0.44,0.65,1.15,1.65,1.46
58,0.16,0.09,1.37,1.06,1.05,1.19,1.15,1.17,0.35
59,0.36,0.51,1.19,0.65,0.41,0.75,0.88,1.04,-0.06
60,-0.49,1.49,0.53,0.48,0.16,1.71,1.15,0.88,0.54
61,0.68,1.69,0.63,2.13,1.63,0.75,0.32,1.64,0.33
62,0.43,1.78,1.04,1.59,1.2,0.52,0.02,0.82,0.04
63,-0.36,1.57,0.19,1.31,0.74,1.56,0.26,0.26,-0.11
64,-0.34,0.54,-0.52,0.43,1.58,1.05,0.32,-0.32,0.81
65,0.39,0.09,0.54,0.17,1.25,1.17,0.58,1.71,1.71
66,1.74,2.21,1.03,0.12,1.47,1.09,0.45,1.13,0.95
67,1.04,0.96,1.09,-0.25,1.19,0.69,-0.36,0.8,2.07
68,2.46,0.71,1.82,-0.44,1.82,1.74,1.7,0.54,1.75
69,1.9,1.05,1.7,0.63,0.86,1.53,2.17,0.45,1.16
70,0.29,0.86,1.49,1.47,0.27,1.13,1.51,0.97,0.37
71,0,0.44,1.29,0.41,-0.35,1.19,0.66,0.21,0.17
72,0.2,0.43,1.24,0.5,1.43,0.46,0.46,0.78,0.08
73,-0.41,0.48,0.93,1.85,1.37,0.41,1.93,1.85,0.08
74,-0.02,2.11,0.38,0.98,0.23,-0.26,0.64,1.1,0.18
75,1.94,2.13,-0.21,0.36,0.26,-0.22,0.59,0.86,1.3
76,0.71,0.98,-0.5,-0.27,0.01,-0.45,0.31,0.92,1.4
77,0.83,0.12,0.32,-0.05,0.02,-0.82,-0.33,0.57,0.2
78,-0.23,0.03,0.98,-0.05,-0.41,0.33,0.83,0.81,-0.05
79,-0.64,-0.58,1.19,0.39,1.77,0.56,1.13,0.05,1.28
80,1.08,0.11,1.36,1.23,1.75,0.93,1.01,1.31,1.87
81,0.17,2.44,0.18,-0.13,0.85,1.39,0.47,0.62,1.13
82,-0.36,1.66,0.77,-0.05,0.59,1.37,1.09,1.24,0.56
83,0.33,1.43,1.87,0.86,0.19,1.72,1.87,0.74,0.23
84,2.29,1.56,1.06,1.49,0,1.51,1.26,1.56,-0.04
85,1.68,1.51,0.33,0.18,0.02,0.56,1.48,1.08,0.17
86,0.94,1.8,-0.1,1.13,0.55,1.01,1.19,0.76,1.03
87,1.55,1.58,-0.25,0.7,-0.21,0.82,0.81,-0.04,0.72
88,1.02,1.62,-0.38,1.32,-0.73,0.28,0.16,0.53,0.34
89,-0.07,1.32,-0.16,1.1,0.87,-0.28,0.19,0.19,0.88
90,0.12,0.53,1.67,1.25,0.21,-0.69,0.41,1.32,0.71
91,-0.52,0.18,0.26,0.64,1.01,-0.64,0.57,1.61,0.01
92,1.79,0.2,-0.19,1.21,0.69,-1.05,0.12,1,-0.19
93,1.08,0.73,0.88,0.6,0.92,-0.8,-0.37,0.27,-0.04
94,0.46,1.92,0.16,0.43,1.2,-0.6,0.43,-0.12,0.19
95,0.61,1.57,0.59,-0.33,0.4,-0.02,0.38,0.09,-0.09
96,0.34,0.68,0.73,1.61,0.91,0.42,-0.63,-0.2,1.59
97,1.98,0.11,0.11,1.17,0.5,1.69,-0.71,-0.41,1.52
98,0.46,0.9,-0.19,0.03,0.62,1.78,0.53,-0.22,0.4
99,0.81,0.82,0.17,1.01,0.89,1.15,0.43,-0.47,-0.05
100,0.17,0.17,-0.52,1.3,0.99,1.44,0.09,-0.49,-0.31
101,-0.79,1.23,-0.21,0.95,0.16,1.33,0.93,0.6,-0.1
102,-0.19,1.18,0.02,0.87,-0.33,1.04,0.42,1.19,-0.26
103,1.8,0.12,-0.25,0.01,0.42,1.22,-0.32,0.61,-0.45
104,1.48,-0.16,0.49,0.27,1.65,0.66,0.29,0.19,-0.75
105,1.83,-0.67,-0.04,0.29,0.93,-0.29,0.5,0.01,1.73
106,1.34,0.06,0.96,-0.19,0.06,-0.17,-0.61,-0.15,1.15
107,0.54,0.76,0.66,-0.09,-0.35,-0.08,0.4,-0.58,1.2
108,0.17,1.01,0.21,-0.14,-0.06,-0.84,1.22,-0.12,0.85
109,-0.26,1.12,0.32,0.97,0.11,-0.68,1.09,-0.09,0.39
110,-0.29,0.71,0.07,0.65,0.67,-0.2,-0.06,-0.12,0.22
111,-0.79,-0.2,-0.19,1.6,0.65,1.02,-0.72,0.24,0.07
112,0.26,0.08,0.46,0.66,0.89,1.24,0.23,1.15,-0.02
113,1.84,1.45,-0.24,-0.25,0.98,0.7,-0.61,0.7,-0.57
114,0.9,0.03,-0.87,-0.04,0.79,0.92,-0.04,0.37,0.74
115,0.43,0,-0.73,0.81,0.54,1.13,0.37,0.22,1.25
116,0.29,-0.34,0.86,0.62,0.3,0.54,-0.07,0.63,0.57
117,0.69,-0.08,0.08,-0.1,0.6,0.06,-0.08,1.45,0.6
118,-0.15,0.64,-0.2,0.16,1.18,0.07,1.02,1.08,0.34
119,1.03,-0.09,-0.73,-0.06,0.88,0.17,1.02,0.46,-0.14
120,0.36,-0.73,-0.44,-0.48,0.34,0.75,0.19,0.07,-0.31
121,0.02,0.13,-0.55,1.26,0.31,0.2,0.3,0.1,-0.56
122,0.41,0.25,-0.33,0.46,0.61,-0.59,-0.43,0.18,-0.26
123,0.33,0.78,0.36,0.46,0.65,-0.06,0.22,0.56,1.41
124,-0.13,0.81,0.73,0.63,0.02,0.61,0.08,-0.06,0.43
125,-0.56,0.55,0.89,0.43,1.66,0.59,-0.56,0.11,-0.16
126,-0.21,-0.15,0.63,0.12,1.04,-0.04,-0.62,0.89,-0.81
127,0.7,-0.19,-0.06,0.26,0.33,0.66,-0.05,1.03,-0.44
128,0.33,0.02,-0.49,-0.06,0.58,0.07,-0.31,-0.25,0.63
129,0.06,-0.06,0.42,-0.22,0.2,0.35,-0.69,0.13,1.2
130,1.06,0.23,0.84,-0.32,0.08,0.74,-0.56,0.47,1.17
131,0.82,-0.63,0.74,0.59,-0.48,0.38,1.06,0.01,0.4
132,0.65,0.12,0.15,0.03,-0.37,0.93,0.32,-0.59,-0.19
133,0.14,0.76,-0.11,0.28,-0.05,-0.24,0.75,0.45,-0.39
134,0.71,0.81,-0.4,0.21,-0.99,-0.78,0.36,0.56,-0.28
135,0.4,0.45,0.04,-0.55,-0.42,-0.93,-0.26,0.61,-0.64
136,0.88,0.84,0.14,-0.46,0.21,-0.22,1.47,0.7,-0.81
137,0.4,0.7,0.11,-0.02,-0.22,-0.11,1.14,0.85,-0.65
138,-0.32,0.04,0.19,-0.29,-0.28,-0.58,0.99,0.63,-0.37
139,-0.09,0.04,-0.22,-0.33,-0.32,-0.51,0.93,0.45,-0.02
140,-0.05,-0.13,0.8,-0.29,-0.26,0.02,0.59,0.53,-0.03
141,-0.09,-0.17,1.44,-0.17,-0.03,0.65,0.08,0.93,0.51
142,-0.73,-0.1,0.99,-0.29,-0.32,-0.01,0.03,0.46,0.15
143,-0.76,-0.11,0.56,0.31,0.28,-0.08,0.02,-0.16,0.8
144,0.62,1.08,0.14,0.73,0.28,-0.22,0.55,0.22,0.52
145,0.43,0.92,0.37,0.36,-0.34,0.49,0.43,0.9,-0.61
146,0.31,0.68,0.38,-0.35,0,0.08,-0.09,0.83,-0.19
147,0.07,1.57,0.62,-0.65,0.14,-0.42,-0.56,0.77,-0.01
148,-0.52,2.17,0.88,-0.36,0.14,-0.61,-0.62,0.88,-0.05
149,0.39,1.25,0.32,-0.24,0.06,-0.63,-0.57,0.58,-0.15
150,0.8,0.23,-0.09,-0.24,0.08,-0.67,-0.18,0.06,-0.54
151,1.11,-0.21,1.55,-0.18,0.41,-0.01,-0.28,-0.04,-0.21
152,1.08,-0.09,1.11,-0.41,-0.08,-0.31,-0.6,-0.69,1.39
153,1.19,-0.04,1.27,0.05,-0.42,-0.81,0.02,-0.51,1.08
154,0.72,0.02,1.56,0.55,0.04,-0.23,-0.34,-0.3,0.73
155,1.3,-0.54,1.21,0.39,0.14,0.22,-0.45,0.12,0.48
156,1.34,-0.61,0.99,0.45,-0.03,-0.27,-0.05,0.03,0.17
157,1.27,-0.42,0.44,0.31,0.29,0.15,-0.03,-0.25,0.46
158,0.91,-0.52,-0.4,-0.47,-0.02,-0.31,0.17,-0.19,0.68
159,0.45,-0.39,-0.39,-0.54,0.41,-0.58,-0.09,0.22,0.86
160,-0.37,-0.76,-0.46,-0.07,1.06,-0.39,-0.16,-0.24,0.85
161,-0.25,-1.05,-0.76,0.19,1.33,-0.38,-0.38,-0.75,0.21
162,0.22,-1.12,-1.13,0.22,1.42,-0.43,-0.68,-0.64,0.8
163,0.07,-0.76,-0.08,0.28,1.24,-0.07,-0.87,-0.57,0.36
164,-0.33,-0.33,0.47,0.24,0.72,-0.7,-0.82,-0.47,0.45
165,-0.64,-0.66,-0.41,-0.3,0.38,-0.74,-0.47,0.09,0.54
166,-0.69,-0.8,-0.8,0.06,-0.66,-0.61,-0.62,0.22,1.29
167,-0.52,-0.69,-0.27,-0.08,-0.75,-0.68,-0.63,-0.1,0.99
168,-0.68,-0.72,-0.24,0.04,-0.79,-0.76,-0.21,0.17,0.01
169,-0.66,-0.64,-0.15,-0.08,-0.46,-0.39,-0.45,-0.27,-0.71
170,-0.37,-0.17,-0.7,0.4,-0.37,0,0.03,-0.46,-1.09
171,-0.58,-0.18,-0.78,-0.27,-0.8,0.15,-0.28,-0.69,-0.59
172,-0.66,-0.49,-0.05,-0.47,-1.07,-0.03,-0.62,-0.58,-0.08
173,-0.33,-0.47,-0.59,-0.37,-0.82,-0.44,-0.43,-0.44,-0.58
174,-0.11,-0.01,-0.63,-0.85,-0.52,-0.67,-0.55,-0.29,-0.62
175,-0.46,1.04,-0.47,-0.64,-0.22,-0.7,-0.59,-0.43,-0.36
176,-0.64,-0.4,-0.44,-0.72,-0.39,-0.57,-0.66,-0.58,-0.46
177,-0.72,-0.46,-0.42,-0.55,-0.55,-0.58,-0.2,-0.42,0.03
178,-0.65,-0.8,-0.21,-0.66,-0.51,-0.81,-0.27,-0.02,-0.16
179,-0.51,-1.05,0.51,-0.4,0.22,-0.49,-0.86,0.05,-0.62
180,-0.45,-0.64,-0.83,-0.35,-0.17,-0.57,-0.63,0.02,-0.22
181,-0.31,-0.32,-0.39,-0.19,-0.22,-0.59,-0.14,-0.35,0.38
182,-0.4,-0.04,-0.22,-0.28,-0.4,-0.73,-0.26,-0.51,0.23
183,-0.25,-0.55,-0.36,-0.47,-0.36,-0.46,-0.7,-0.24,-0.43
184,-0.44,-0.79,-0.23,-0.52,-0.22,-0.18,-0.69,-0.39,-0.77
185,-0.52,-0.76,-0.19,-0.76,0.06,0.64,-0.42,-0.24,-0.63
186,-0.65,-0.53,-0.4,-0.8,0.15,0.54,0.29,-0.13,-0.56
187,-0.72,-0.34,-0.56,-0.67,0.08,0,0.11,-0.24,-0.38
188,-0.65,-0.06,-0.47,-0.79,1.24,-0.08,1.43,-0.57,-0.52
189,-0.53,-0.14,-0.44,-0.35,1.16,-0.41,0.98,-0.31,-0.18
190,-0.55,0.12,-0.39,-0.04,-0.62,1.36,-1.33,-0.57,0.4
191,-0.43,-0.31,-0.56,0.11,-0.82,1.59,-0.95,-0.67,1.57
192,-0.63,-0.73,-0.48,0.7,-0.87,-1.14,-1,-0.42,-1.29
193,-0.65,-0.46,-0.42,2.14,-0.91,-0.7,-1.01,-0.07,-0.24
194,-0.44,-0.82,-0.43,-1.29,-0.69,0.13,-0.58,-0.18,-0.19
195,-0.15,-0.93,-0.54,-0.97,-0.34,0.42,-0.41,-0.22,-0.17
196,-0.22,-0.68,-0.44,-0.4,-0.32,0.07,-0.58,0.06,0.09
197,0.08,-0.19,-0.24,0.1,-0.03,0.24,-0.48,-0.21,0.47
198,0.19,-0.17,-0.1,-0.05,-0.17,0.29,-0.04,-0.19,0.28
199,0.35,-0.58,-0.23,-0.43,-0.29,-0.1,-0.16,0.12,0.32
200,-0.09,-0.8,0.22,-0.04,0.32,-1.1,-0.48,0.16,0.54
201,-0.38,-0.8,0.14,0.13,0.18,-1.09,-0.58,0.1,0.87
202,0.06,-0.6,-0.57,0.11,0.48,-1.1,-0.42,0.15,0.36
203,-0.35,-0.23,-0.22,0.01,1.66,-0.91,-0.21,-0.08,0.1
204,0.25,-0.07,-0.36,-0.12,-1.94,-0.69,-0.13,0,-0.44
205,-0.34,-0.06,-0.38,-0.5,-1.11,-0.36,0.25,-0.22,0.03
206,-0.21,-0.3,0.28,-0.35,-0.71,-0.35,0.25,-0.24,0.08
207,-0.36,-0.01,0.19,-0.36,0.09,-0.39,0,-0.03,0.01
208,-0.96,-0.19,0,-0.48,0.51,-0.35,-0.19,0.28,0.08
209,-0.75,-0.58,-0.21,-0.37,0.46,-0.38,-0.07,0.76,0.29
210,-0.64,-0.15,0.51,-0.29,0.73,-0.36,0.1,0.8,-0.05
211,-0.49,0.1,1.24,-0.29,0.79,-0.52,0.45,-1.3,-0.16
212,-0.45,0.09,2.01,-0.18,0.58,-0.12,0.7,-1.23,-0.18
213,-0.45,0.07,2.87,-0.09,-0.55,0.25,-0.85,-0.54,-0.05
214,-0.08,0.27,1.04,-0.2,-0.6,0.21,-0.46,-0.03,-0.26
215,-0.04,0.45,-0.59,-0.17,-0.5,0.19,0,-0.14,-0.08
216,0.53,0.53,-0.21,-0.07,-0.57,0.34,-0.01,-0.12,0.07
217,0.24,1.1,0.23,-0.47,-0.17,0.48,0.26,-0.55,0.15
218,0.19,-0.05,0.03,-0.53,0.06,1.19,0.65,-0.39,0.31
219,0.89,-0.72,-0.36,-0.43,-0.08,2.67,0.7,-0.54,0.38
220,0.93,-0.8,-0.6,-0.32,-0.27,-1.03,0.63,-0.69,0.35
221,0.59,-0.59,-0.5,-0.27,-0.24,-1.59,0.22,-0.82,0.26
222,-0.74,-0.53,-0.46,0.11,-0.35,-0.75,0.43,-0.71,0.44
223,-0.58,-0.38,-0.38,0.3,-0.3,-0.63,-0.33,-0.34,0.63
224,-0.57,-0.58,-0.45,0.06,-0.19,-0.36,-0.18,-0.25,0.33
225,-0.61,-0.83,0.01,-0.45,-0.46,-0.55,-0.3,-0.54,0.01
226,-0.62,-0.91,0.52,-0.4,-0.66,-0.53,-0.37,-0.34,0
227,-0.48,-0.75,0.23,-0.11,0.02,-0.58,-0.58,-0.35,-0.3
228,-0.52,-0.76,-0.61,0.35,0.02,-0.61,-0.72,-0.16,-0.22
229,-0.28,-0.58,-0.04,0.22,-0.3,-0.15,-0.2,0.02,-0.36
230,-0.09,0,0.3,0.05,-0.3,0.12,-0.06,0.16,0.01
231,-0.02,0.09,-0.05,0.24,-0.98,0.43,-0.03,0.19,-0.33
232,0.49,-0.06,-0.04,0.79,-0.38,0.53,0.19,0.44,-0.22
233,0.41,0.04,0.38,0.93,0.2,0.72,0.32,1.23,-0.2
234,0.01,-0.18,1,-1.58,0.18,0.79,0.58,-0.29,-0.32
235,0.08,-0.15,1.64,-0.84,0.04,1.54,0.47,-0.34,-0.27
236,0.22,0.1,0.66,-0.41,-0.08,-0.08,0.39,-0.09,-0.35
237,-0.07,0.73,-0.11,-0.07,-0.08,0.19,0.33,0.06,-0.48
238,-0.06,0.61,0.49,-0.09,0.17,-0.18,0.55,-0.15,-0.72
239,0.45,0.23,-0.27,0.37,0.06,-0.2,0.57,-0.15,-1.04
240,0.13,1.02,0.23,0.71,0.16,-0.19,0.88,0.71,-1.02
241,0.12,-0.37,-0.17,-0.46,0.05,-0.25,0.91,0.72,-0.92
242,-0.1,-1.31,-0.05,-0.5,-0.01,-0.03,0.36,0.78,-0.64
243,-0.6,-0.57,-0.21,0.08,-0.07,-0.05,0.15,0.88,-0.17
244,-1.31,-0.2,-0.03,1.05,-0.03,-0.01,-0.34,0.85,-0.05
245,-1.12,0.12,-0.27,0.64,-0.05,-0.16,-0.16,0.36,-0.12
246,-0.35,0.52,-0.14,0.95,-0.07,0.15,0.44,-0.16,-0.3
247,0.11,0.53,0.06,1,0.56,0.22,0.77,0.23,-0.21
248,-0.08,0.65,0.09,0.62,0.59,-0.37,0.42,0.56,0.19
249,-0.03,0.42,0.15,0.42,0.48,-0.24,-0.13,-0.64,0.05
250,0.84,0.15,-0.03,0.59,0.1,0.51,-0.44,-0.77,-0.36
251,-0.69,0.19,-0.15,0.63,-0.01,1.12,-0.18,-0.2,0.55
252,-1.35,0.3,-0.03,0.56,0.03,0.88,0.11,-0.22,1.61
253,-1.36,0.41,0.1,0.31,0.03,1.05,0.02,-0.04,1.48
254,-0.75,0.4,0.06,0.28,0.15,0.52,-0.06,0.09,-0.27
255,-0.15,0.87,-0.06,0.08,-0.18,0.86,1.14,0.93,0.33
256,0.18,1.02,-0.01,-0.06,0.58,1.03,1.44,1.36,0.3
257,-0.12,0.7,1.57,0.33,0.96,0.79,-0.08,0.61,1
258,0.21,0.33,2.13,0.81,-0.07,0.52,-1.32,0.32,0.74
259,0.62,0.3,1.2,1.06,-0.26,0.94,0.49,0.53,-0.94
260,0.69,0.61,0.88,0.94,0.46,0.99,0.91,0.82,-0.22
261,1.52,1.04,0.53,0.85,0.72,0.97,0.79,0.57,0.29
262,0.54,1.29,0.51,1.34,0.58,0.68,1.18,0.13,0.01
263,-1.82,1.16,0.61,2.04,0.64,0.46,1.34,0.19,-0.03
264,-0.25,1.21,0.52,1.67,0.11,0.33,0.92,0.09,-0.07
265,0.37,1.13,0.08,-0.63,-0.28,0.47,0.89,0.45,0.45
266,0.7,1.11,0.64,0.01,-0.4,0.07,0.96,-0.1,0.49
267,0.8,0.88,1.13,0.36,-0.09,0.62,1.08,-0.22,1.51
268,0.74,0.68,1.26,0.86,0.47,0.83,1.22,-0.14,1.77
269,0.05,1.29,1.31,1.58,0.58,1.24,1.92,-0.25,1.85
270,0.23,1.12,1.87,1.21,0.63,1.73,2.95,-0.24,1.93
271,0.49,-0.25,2.75,0.76,0.64,3.34,-2.52,0.32,1.99
272,0.75,-0.3,1.73,0.74,0.44,-2.14,-0.77,1.08,1.29
273,1.18,1.08,1.15,1.27,0.79,-0.54,-0.02,0.31,1.19
274,0.82,1.69,0.85,1.36,1.19,-0.22,-0.15,0,0.81
275,-0.02,2.06,1.06,1.77,0.97,1.16,0.32,0,1.32
276,0.79,2.27,1.08,1.82,1.43,0.03,0.84,0.93,1.67
277,1.47,1.44,0.96,1.75,1.6,0.17,0.61,1.41,1.68
278,1.1,1.22,0.73,2.03,1.58,0.35,1.1,1.04,0.84
279,0.66,1.26,1.09,1.84,1.62,0.77,0.49,0.94,0.86
280,0.64,1.06,1.36,-0.09,1.37,0.55,-0.34,1.39,0.99
281,1.05,0.94,1.45,-0.06,1.45,0.07,-0.24,1.21,0.92
282,1.04,0.4,1.35,0.98,1.67,1.18,1.3,0.38,0.7
283,0.84,0.15,1.81,0.96,2.06,0.86,1.21,0.56,1.12
284,0.42,0.29,1.79,1.48,2.05,1.25,1.03,0.86,1.75
285,0.72,0.25,1.65,1.43,1.11,1.08,1.39,1.71,1.33
286,0.56,0,1.25,0.97,1.1,1.25,1.55,2.52,1
287,0.86,0.6,1.13,0.82,1.19,1.24,1.66,0.8,0.7
288,1.63,1.4,1.36,1.67,1.06,1.34,0.94,-0.18,0.96
289,1.16,1.21,1.31,1.93,1.17,1.55,0.52,0.57,0.88
290,1.53,1.47,1.69,1.26,0.97,1.64,0.57,1.65,1.24
291,2.08,1.64,1.43,1.07,0.78,1.6,0.55,1.71,1.2
292,1.37,1.55,0.68,1.12,0.34,1.1,0.67,1.9,1.17
293,1.58,0.93,0.09,1.61,0.29,0.77,0.28,2.23,1.01
294,2.37,1.18,0.01,1.84,0.06,1.23,-1.07,2.24,0.75
295,0.9,1.31,0.14,2.01,1.41,1.49,-0.7,1.6,0.19
296,-1.46,0.71,0.96,2.18,1.21,1.42,0.57,1.3,1.08
297,-0.16,0.43,0.6,2.12,0.88,1.19,0.89,1.52,0.98
298,1.44,2.06,0.3,2.11,0.62,1.18,0.28,1.34,0.66
299,2.84,1.67,0.1,1.84,0.57,0.4,0.31,1.45,0.64
300,2.7,1.36,0.12,1.02,1.37,0.38,0.17,1.72,1.71
301,2.5,1.14,0.72,0.68,1.18,0.64,0.48,1.4,1.29
302,1.97,1.17,0.66,0.83,0.51,0.13,1.79,1.83,1.31
303,1.78,1.39,0.88,0.54,0.15,0.99,1.55,1.94,1.44
304,1.89,1.48,1.54,1.29,0.21,1.51,1.51,1.15,1.67
305,1.52,1.27,1.3,1.08,0.72,1.09,2.03,0.94,1.76
306,1.24,0.6,0.44,0.18,1.67,1.66,1.97,0.86,1.22
307,1.47,0.52,0.08,1.05,1.74,1.43,1.47,1.59,0.84
308,1.24,0.11,1.08,1.71,0.87,0.46,0.83,2.15,0.93
309,0.95,0.21,1.03,1.26,0.7,0.41,0.49,1.39,0.74
310,0.87,0.65,0.97,0.76,0.91,0.1,0.45,0.55,0.37
311,1.56,0.86,0.7,1.08,0.83,-0.05,0.27,0.47,0.12
312,1.7,0.65,-0.01,0.41,0.62,0.17,1.52,1.5,0.01
313,1.53,1.22,0.1,-0.13,1.5,1.21,1.65,1.17,1.02
314,0.91,1.45,-0.14,0.42,1.06,1.71,1.33,0.61,0.68
315,0.51,1.26,1.13,1.5,0.87,1.07,1.05,1.48,0.18
316,0.78,1.1,0.73,1.11,1.17,0.64,0.38,1.32,0.8
317,0.47,1.18,0.69,1.4,1.35,0.4,0.37,0.99,1.39
318,0.94,1.42,0.52,1.09,1.29,0.76,0.33,1.01,1.06
319,1.88,1.44,0.63,1.6,0.78,0.76,1.14,0.98,0.6
320,1.48,0.33,-0.13,1.3,1.27,0.05,1.06,0.53,0.54
321,1.48,-0.15,1.24,1.51,2.13,0.07,0.6,0.12,0.94
322,1.28,-0.49,1,1.47,1.8,0.26,0.13,1.8,0.34
323,1.32,0.6,0.83,1.03,1.07,1.11,0.24,1.29,1.34
324,0.94,1.97,0.28,0.52,0.9,0.8,0.9,1.36,0.72
325,0.27,0.95,-0.19,0.59,0.65,0.65,0.76,1.1,0.38
326,1.44,0.29,-0.03,0.87,0.82,0.85,1.15,1.61,1.73
327,1.55,1.51,1.25,0.38,0.14,1.44,1.83,1.91,1.12
328,1.11,1.43,1,0.14,0.06,1.52,1.88,1.64,0.66
329,1.78,0.78,-0.04,1.62,0.58,1.81,1.2,1.31,0.16
330,1.28,0.11,1.37,0.7,1.21,2.27,0.88,1.41,0.7
331,0.43,0.2,0.83,1.26,0.76,1.34,2.04,1.2,1.06
332,0.35,0.78,0.15,1.93,0.39,0.73,1.81,0.43,0.93
333,0.41,0.77,1.01,1.55,0.17,0.85,1.13,0.27,0.97
334,1,1.21,0.64,0.53,0.15,1.16,0.91,1.91,0.27
335,0.91,2.33,0.7,1.06,2.09,0.96,1.84,2.18,0.42
336,0.82,1.82,1.37,0.98,1.47,0.98,1.65,1.75,0.22
337,1.57,1.78,1.27,0.61,0.15,1.61,1.34,1.69,0.25
338,0.56,0.88,1.05,0.77,2.04,1.29,0.87,2.12,0.35
339,0.39,0.61,1.42,0.67,1.53,0.75,1.26,1.81,1.2
340,1.53,0.83,1.21,1.02,1.13,1.95,1.85,1.18,0.92
341,2.05,0.24,0.59,0.7,0.71,1.64,1.25,1.3,1.88
342,1.1,2.27,1.35,0.33,1.87,1.53,1.23,2.31,1.86
343,0.72,2.45,1.5,1.15,1.34,0.47,1.38,0.89,1.66
344,0.26,2.26,1.05,1.47,0.95,1.02,1.2,0.83,1.28
