"stno","2010-02-01","2010-02-02","2010-02-03","2010-02-04","2010-02-05","2010-02-06","2010-02-07","2010-02-08","2010-02-09","2010-02-10","2010-02-11","2010-02-12","2010-02-13","2010-02-14","2010-02-15","2010-02-16","2010-02-17","2010-02-18","2010-02-19","2010-02-20","2010-02-21","2010-02-22","2010-02-23","2010-02-24","2010-02-25","2010-02-26","2010-02-27","2010-02-28"
"C0S680","0.5","0","0.5","0.5","1","0","0.5","0","0","0","0","5","2.5","0","3","17","6.5","16","38.5","0.5","0","0","0.5","0","0","0","0","0"
"C0S690","0.5","0","3","0","0","0.5","0","0","0","0","0","0","0","0","0.5","2.5","0.5","5","5.5","0","0","0","0.5","0","0","0","0","0"
"C0S700","0","1","1.5","0","0.5","0.5","2.5","0","0","0","0","1","0","0.5","5.5","3.5","0.5","6.5","9","0.5","0","0","0","0","0","0","0","4.5"
"C0S710","0.5","0","0","0","0","0","0","0","0","0","0","0.5","0","0","2.5","8.5","1.5","4.5","23","0","0","0","0","0","0","0","0","0"
"C0S730","0","14","0","0","0","0.5","0","19.5","0.5","0","0","0","1.5","0","1.5","3.5","1","9.5","21","1.5","0","0","0","0","20","0","0","0"
"C0S740","0","0","0","0","0","0","0","1","0.5","0","0","0","0","0","0","5.5","4","2.5","19.5","0.5","0","0","0","0","0","0","0","2"
"C0S750","0","0","0","0","0","0","0","0","0","0","0","4","0.5","0","0.5","44","42","25.5","67.5","0","0","5.5","0","0","0","0","0","0"
"C0S760","2","0","0","0.5","0.5","0.5","0","0","0","0","0","0.5","1","0.5","1.5","12.5","7","4.5","23.5","0.5","0","0.5","1","0","0","0","0","4.5"
"C0S770","0","0","4.5","0","0","0","0.5","0","0","0","0","0.5","0","0","1","4.5","2.5","5.5","6.5","0.5","0","0","0","0","0","0","0","0"
"C0S790","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","4","0.5","4","5","0","0","0","0","0","0","0","0","0"
"C0S810","1","0","0","0","0","0","67","2","0","0","0","0","0","0","0","1","0.5","0","9","0","0","0","0","0","1","0","0","3"
"C0S830","4","0","0","0","1.5","0","104","29.5","0","0","0","0","0","0","0","1","3","1","8","0.5","0","0","0","0","0","0","0","0"
"C0S840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5","1","6","1","0.5","0","0","0","0","0","0","0","0"
"C0T790","0","0","0","0","0","12.5","7.5","0","0","0","0","20.5","6","0","15","76.5","107.5","73","40","28","9.5","19.5","0","0","3","0","0","0"
"C0T820","0","0","0","0","0","3","0.5","0","0","0","0","0.5","0.5","0","7.5","42.5","61.5","24.5","36.5","2","0","3.5","0","0","0","0","0","0"
"C0T870","5.5","1","1","0","7.5","7.5","3.5","1.5","0.5","0","0","1.5","0","0","8.5","19.5","18","9.5","21.5","2","0","0.5","0","1","0","0","0","2"
"C0T960","6.5","0","1.5","0.5","0","0.5","0","14.5","0","0","0","2.5","0.5","0","12.5","9.5","6.5","3","13","0.5","0","0","0","0","0","0","0","5"
"C0T9A0","7","2","0","0","0.5","4","0.5","18","0","0","0","5.5","0.5","0","4","18.5","15.5","7.5","19.5","0.5","0","0","0","0","0","0","0","12.5"
"C0T9B0","4","1","0.5","1","7.5","8","6.5","4","0","0","0","6","0.5","0","13","30.5","35.5","14.5","28.5","2","0","0","0.5","0","0","0","0","11"
"C0T9D0","3","0","0","0","0","8","0.5","5.5","0","1","0","0","0","0","1","9","14.5","3.5","6","1.5","0","0.5","0","0.5","0.5","0","0","28"
"C0T9E0","5.5","0.5","0","0","0.5","7","38.5","12.5","0","0","0","14","0.5","0","6","17","14","10.5","18","1.5","0","0","0","0","0","0","0","60"
"C0T9F0","12","1","0","0","0","3","1","25","0","0","0","3.5","0.5","0","3","15.5","12.5","6","19","0","0","0","0","0","0","0","0","20.5"
"C0T9G0","4.5","1.5","1","0","2","3.5","0.5","2.5","0.5","0","0","6","0.5","0","10.5","19","11.5","10.5","21.5","0","0","0.5","0.5","0","0","0","0","0"
"C0T9H0","3","1.5","0.5","0","0","0.5","13.5","49.5","0.5","0","0","18","1.5","0.5","14.5","8","5.5","7","12.5","1.5","0","0","0","0","0","0","1.5","46.5"
"C0T9I0","5","0.5","0","0","0","0","47.5","15.5","0","0","0","13","0","0","3","3.5","5","4.5","7.5","0.5","0","0.5","0","0","0","0","3.5","99.5"
"C0T9M0","1","0","1","0","0","0.5","36.5","42","4","0","0","8","0","1","4","2","3","1","5.5","0","0","0.5","0","0","0","0","5.5","83.5"
"C0U600","1","0","0","0","0","6.5","8.5","1","0","0","0","2","26.5","0.5","3.5","31.5","49.5","22.5","38","2.5","0","0","0","0","0","3","0","1"
"C0U650","6.5","0.5","0.5","0","0.5","13.5","5.5","0.5","0","0","1.5","12","10","0","5","43","45.5","28.5","46.5","1.5","0","1","0","0","0","0","0.5","4.5"
"C0U710","0.5","0.5","0","0","0","12.5","3","1.5","0","0","0","3","1","0","4","26","42.5","19.5","21","1","0","1","0","0","0","0","0","0"
"C0U750","0.5","0.5","1","0.5","0","4.5","9","0","0","0","0.5","1","10.5","0.5","3","17","22.5","8","18.5","1.5","0","0","0","0","0","0","0","5"
"C0U760","2","0","0","0","0","10","1.5","2","0","4","1.5","4","0.5","0","3.5","13","19.5","5.5","10.5","0","0","0","0","0","0","0","0","46.5"
"C0U770","0","0","0","0","0","7.5","0","4","0","0","0","0","0","0","0","6.5","10","1.5","4","0.5","0","0","0","0","0","0","0","51"
"C0V250","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","/","1.5","6.5","/","/","/","/","/","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"C0V310","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0.5","5","0.5","4","15","0","0","0","0","0","0","0","0","0"
"C0V370","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","5.5","1","1.5","15","0","0","0","0","0","0","0","0","0"
"C0V490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","3.5","0","0","0","0","0","0","0","0","0"
"C0V500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3.5","4.5","0","0","0","0","0","0","0","0","0"
"C0X080","0","0","0","0","0","0","0","0","0","0","0","5.5","0","0","0","2.5","2.5","1","12.5","0","0","0","0","0","0","0","0","0"
"C0Z050","0","0","1","1","0","2","0","0","0","0","0","2","1","0","1","12","12.5","4","22","0.5","0","1","0","0","0","0","0","0"
"C0Z061","0","1","0.5","0","0","0","0","0","0","0","0","0","0","0","1.5","4.5","4.5","1.5","12.5","0.5","0","0","0","0","0","0","0","0"
"C0Z070","1.5","0.5","0.5","0","0","0","0.5","4.5","0.5","0","0","0","0","0","2","4.5","4.5","1.5","10.5","0.5","0","0","0","0","0","0","0","0"
